"April 23rd, 2020","First, I ate breakfast. It was pancakes with sausages and banana. It was really delicious. Then, I changed my clothes. Next, I did cheerleading on Zoom. It was great, but a little tricky. After cheerleaeading, I made lemonade. It was yummy and brown. Later, I want to do my writing folder and watch TV."
"April 24, 2020","The first thing I did today was to eat breakfast. It was banana. It was yummy and great. Next, I changed my clothes. Then I did cheerleading, again. After that, I started my English class with Liam. Later, I think I am going to do my Japanese, math, writing folder, and headsprouts studying. But, I wish I was making lemonade today. Yesterday I made it by myself. I am super Hanae! Goodbye!"
"April 27, 2020","Yesterday, I went to Lala port to play with Lilia, Toa, and Raia. I got there by my mom's bicycle. It was great. We found some rocks which looked like orange rocks. Next, I found some shells in the woods. Then, I saw a shinny rock, but I don't know what it is called. After, I played a shopping game. I was the shop keeper, and Toa, Lilia, and Raia were the customers. It was a great day."
"April 28, 2020","First, I ate yogurt with jam and yummy strawberry and tomato for breakfast. It was delicious. Next, I did cheerleading again for two hours. It was really fun and great. . I learned a new jump and I did hurdles. Now, I'm doing Liam's English class. Later, I think I will do work like writing folder, Japanese, headspourts, and math. I want to play games like monopoly."
"April 29, 2020","Today, I woke up super early at 7am. Next, I ate breakfast. It was yogurt and raisens. It was really great and yummy. After, I changed my clothes and then my momm tied my hair. Then, I did my cheerleading for two hours. It was long. I practiced doing a backbends while my mommy was making pikachu pancakes. Inside there were raisens. I love raisens. After that, I ate the pancakes and started Liam's English. Later, I will do math, Japanese, writing folder, and I'm going to watch Frozen 2 with my dad and my mom. "
"April 30, 2020","Today, I washed my face with water, but no soap. Then I ate breakfast. It wass a meat bun. Next, I changed my clothes and my mommy did my cutie hair. After that, I did cheerleading. Then I played with my baby, baby, baby, teddy bear. Now I am doing Liam's English class. Later, I think I will do some more work and play some games. Thank you"
"May 01, 2020","First I ate breakfast. It was banana and yakult. My mom did my hair. Next, I changed my clothes and did cheerleading for two hours again. Then I started Liam's English class. Later, I am going to do work, like writing folder, Japanese, math, and reading. I want to play a secret game. "
"May 04, 2020","Today I woke up really really really early. Then I said to my mom I think I am doing cheerleading but my mom said it is too early. Next, I went back to sleep. After I woke up again, I got out of bed and ate breakfast. It was rice and seaweed. Next, my mom tied my hair and I was writing. I changed my clothes and did cheerleading for two hours. Later, I want to take a little bit of a nap and  play with my pink mat a little bit and jump around. I also want to do some work like headsprouts, raz kids, and some Japanese. Finally, I want to play with my daddy."
"May 05, 2020","Today I woke up early again. Next, I went to the toilet and washed my face. Then I ate breakfast. It was bread, tomato, and sausage. It was delicious. After breakfast, I changed my clothes for my cheerleading which was two hours, again. Next, I played shopping. I was selling everything, like cake. Then I changed to my christmas costume. Later, at night, I will eat cake because today is kids day. I will also eat sushi and play with my dad. "
"May 06, 2020","Today, I woke up early and went to the toilert. After I ate breakfast. It was rice cake. It was delicious, but I didn't like the sweetbeans. Then I changed my clothes. Next, my mom tied my hair for cheerleading. Then, I did cheerleading for two hours. Later, I want to play games, play with my daddy, and do my work. Then I'm going to play again. I will do  cheerdance in the afternoon. Thank you."
"May 07, 2020","Today, I woke up really really really duper early. It was too early, so I went back to sleep. Then I woke up again and went to the toilet. Then I washed my hands. After, I ate breakfast. It was rice with eggs and soup. Yummy, yummy, yummy, yummmmmmy. Then I cleaned my living room and started cheerleading for two hours again. After, I made a bridge and played racing car. The bridge fell when the car was going on it. Then I started Liam's English class. Later, I want to play with my daddy, and these blocks and make a bridge, and do some work. Or I can play by myself without daddy, because my daddy is working with his computer."
"May 08, 2020","Today, I woke up early then I ate my breakfast. It was bread with peanut butter and banana. It was really delicious and yummy. Then, I changed my clothes and my mom dtied my hair into a ponytail. Then I did cheerleading for two hours, again. After, I changed into a rabbit and ate carrots. Then it was Liam's English class. Later, I want to play with my daddy, or by myself, or with my mommy. Or I want to do my work. "
