"April 29, 2020","First, I woke up at 7 O'clock. I made some cards and I played with them. It was fun. My mom reads them and then my dad and I have to hit them. Then I ate breakfast. It was carrot soup. After, I studied Japanese and math. In Japanese, I learned more Kanji, and in math, I learned subtraction. Next, I played soccer with my dad and my friend, while my mom was doing yoga. Then I ate fried chicken and rice for lunch at the park. After lunch, I came back home and had a shower because I was stinky from running at the park. Later, I will watch Jumanji."
"April 30, 2020","Today I went to my dad's office. I discussed for my birthday present with my old friend. My birthday present was radio control car. It is so exciting! Next I ate meat sauce pasta. It was tasty."
"May 2, 2020","Today I went to a walk to Kanda. It was far and hot. But it was fun. I walked 5657m. Then I ate sushi in my birthday party. "
"May 5, 2020","Today I got my birthday present. It was radio control car. It is so fun!!!!!! Next the dinner was steak. It was sooooo tasty!!!!!"
"May 13, 2020","Today, I woke up early and woke my mom up. Then I did an online class. I leaarned about English. Next, I had another online class. This time it was about English, again! After that, I ate lunch. It was corn soup and a sandwhich. Then I played with my friend next to the sumida river. We played dodgeball. Later, I want to play with my toys."
"May 18, 2020","Today I saw my killifish. Then I saw some egg on their body."
"May 19, 2020","Today my mom started fasting.
She can’t eat.
She can’t cook. So I and dad bought takeout food.
We ate yakitori and fried chicken.
Tomorrow We will eat yakitori too."
"May 20, 2020","Today, since morning, I have done one elementary class on Zoom, a second Zoom which was an English class, and a third Zoom which was another English class. After the Zoom classes, I ate lunch. It was egg on rice. It was tasty. Next, I played with my friend and I walked to nowhere in particular. Now I am in another English class. Later, I will run with my dad to Hamacho park. Then I will eat yakitori for dinner. If I have time, I want to watch some TV. "
"May 24, 2020","Today I played soccer. Then I saw a killifish and the eggs hatched! The killifish was so tiny as sesame seeds!!! And I’m growing some vegetable in my balcony. It’s really exciting!"
"May 25, 2020","Today I went to park and I played soccer and rugby with my friend at 8:30 am. I was too hot. It was fun! Next I have English class. It was fun. After I ate curry. It was tasty!! But It was hot. Then I played friends in Kiyosumi park. But all the playground equipment out of use. It was terrible."
"May 26, 2020","Today I woke up early. I ate melon. It was so yummy! Next I had an English class. My mom was working so I learned Japanese and math. At lunch I ate Cabbage Corned Beef and Vegetable Potage. It was tasty. Then I went to shopping. I bought black paprika Seedling. After I ate dinner. It was rice and seaweed. It was sooooooo yummy!!!!!!!!!!!!!!!!"
"May 27, 2020","Today, I played rugby with my friend at a park. It was fun because I enjoyed kicking a rugby ball again with friends. Then, I had an English class and it was fun because I like English. After that, I had another English class. It was a group lesson. I prefer the group lesson more because we can do more fun things. Next, I went to a hairdresser because my mom wanted to get her hair cut. The hair dresser did a good job. Afterwards, I ate lunch and it was seaweed, rice, and some udon. It was tasty. After lunch, I went to play with some different friends. We played with our super soakers. I was really wet. Later, I might run with my dad and then have a bath. Also, I will eat dinner. I hope it will be pork with soy sauce. "
"June 3, 2020","Today, I woke up early and I had a shower. Afterwards, I ate some breakfast. Then I went to elementary school. I did Japanese for two hours, math for one hour, and some self-introductions. It was good, because it was fun, especially math. After school, I came back home. I ate meat pasta for lunch. It was tasty. Then, I did some homework. I finished it all, so I felt great. Next, I watched some Amazon Prime on TV. After watching TV, I went for a walk to an ice-cream shop. I got chestnut flavored ice-cream. Later, I will feed my killifish and find some of their eggs. I want to water my plants. "
