"April 23rd, 2020","Today, I played hide and seek. I did my iPad homework. I did some craft. Later, I will sleep."
"April 24, 2020","Today, the first thing I did was to play hide and seek. Next, I ate some breakfast. It was yogurt. Then, I changed my clothes. After that, I did my iPad homework. Later, I will ask Keita how  his lesson was."
"April 27, 2020","Today, I ate my breakfast. It was pancakes, yogurt, and banana. It was yummy! Next, I changed my clothes. After, I watched TV. Then, I played hide and seek with Keita, and I won. After that, we drew something. Then I did some homework on my iPad and my homework. Later, I will sleep. I want to play Nintendo Switch, so I will play later, too."
"April 28, 2020","Today, I ate banana, sandwiches, and soup for breakfast. It was tasty. Next, I changed m my clothes and played hide and seek with Keita and Shota. Shota won! I played card games on my iPad for a little bit and then I did my homework on my iPad. After that, I did some crafts and my Sapixs homework. It was fun so I did extra. Then I drew something with Keita and we kept it a secret. Later, I will ask Keita how his class was, and do more Sapixs homework. I will also play games with Shota."
"April 29, 2020","Today I ate my breakfast. It was yogurt, banana, strawberry, and cpancakee. Next, I changed my clothes. After that, I played hide and seek with Keita and I did my iPad and I played games a lot. I also did a lot of homework on my iPad. Next, I played hide and seek again! Maybe later, I will do headsprouts and I will do crafts. I will make a spider di dinosaur and I will copy Keita's frog. I also want to have a nap. "
"April 30, 2020","Today, I ate breakfast. It was yogurt, banana and bread. It was tasty. Next, I ate snack and I read a pokemon book. I saw all the pokemon. After, I played on my iPad and Shota was drawing on it a lot, so I was super angry at Shota and punched and kicked him. Then, I put a lot of lines on Shota's iPad and he cried, so I laughed at Shota. Then Shota and I fought. Later, I will ask Keita how his class was, then play with him. I'm so angry."
"May 01, 2020","Today, I ate banana, sandwich, yogurt, and pizza for breakfast. Next, I changed my clothes and I played with my ipad. When I stopped my iPad, it said bing-bong bing-bong, so Shota and I didn't know what was wrong, so I was worried about it. So instead I played with Keita because he said he was bored. Maybe later, I will ask Keita how his class was. Also I will do my Sapixs homework for one hour, and do Raz-Kids. "
"May 04, 2020","Today, I ate my breakfast. It was banana, sandwich, and pizza. It was yummy. Next, I changed my clothes and made a coin craft. Then I played with Keita. Again it said bing-bong bing-bong bing-bong three times. First was me and second and third times were Shota. So I didn't put a lot of lines as Shota. Later, I will ask Keita how his class was and I will play with Keita. I will also play Ring Fit."
"May 05, 2020","Today, I ate my breakfast. It was yogurt, banana, sandwiches, hamburger, and pancake. It was yummy. Next, I changed my clothes and then I had a nap! After that, I did my Sapix homework and I played hide and seek with Keita. Keita and I had a fight and it was a tie. Keita was being a little bit whiney. Then I did my my iPad homework and games for thirty minutes. Later, I will ask Keita how his class was and have another nap. "
"May 06, 2020","Today I woke up so so so so early. Next I did my ipad. Then I changed my clothes and ate breakfast. It was bread, banana, ham, and yogurt. Next, I did my iPaPad again. Later, I will watch TV, do Raz-Kids, and ask Keita how his class was. Afterwards I will again play on my iPad and eat. Then I will play a tickle game with Shota. I don't know who will win, maybe Shota or me. I play a card game on my iPad a lot for many hours, and I will walk around a park again."
